time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match_x,date,link,match_y,match_day,live_ticker,stage,leg,time_detail
8, Kristensen steps across Reinildo to stop his run and gets nowhere near the ball. He's picked up an early yellow card due to that challenge. ,yellow_card,"[' R. Kristensen ', ' Yellow Card ']",Salzburg,timer,Lille,LIL,Salzburg,RBS,1 - 0,Lille vs Salzburg,11/23/21,https://www.goal.com/en/match/lille-vs-salzburg/7t7l2z6a9x57i87oqts5ty6fo,Lille vs Salzburg,11/23/21,https://www.goal.com/en/match/lille-vs-salzburg/7t7l2z6a9x57i87oqts5ty6fo,Group Stage,2,Normal Time
8," GOAL! LEIPZIG TAKE THE LEAD! Nkunku scores against his former side to fire Leipzig 1-0 ahead! Silva does brilliantly down the left wing, winning the ball back off Hakimi, before whipping a superb cross into the penalty area and Nkunku meets it at the near post, glancing it into the far corner of the net. Great finish. ",goal,"[' C. Nkunku ', ' Goal ']",RB Leipzig,timer,RB Leipzig,RBL,PSG,PSG,2 - 2,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Group Stage,2,Normal Time
8, Ziyech continues his fine form as he curls a fine cross into the box for Havertz to head home. ,assist,"[' H. Ziyech ', ' Assist ']",Chelsea,timer,Chelsea,CHE,Lille,LIL,2 - 0,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,R16,1,Normal Time
8, Silva skipped past his man and then delivered a terrific cross into the penalty area for Nkunku to meet and he produced a superb header to fire Leipzig ahead. ,assist,"[' Andre Silva ', ' Assist ']",RB Leipzig,timer,RB Leipzig,RBL,PSG,PSG,2 - 2,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Group Stage,2,Normal Time
8, Salah brings it down with a lovely first touch and Hermoso rushes across to him. He steps across the Egyptian to cut off the run and is shown the first booking of the game. ,yellow_card,"[' Hermoso ', ' Yellow Card ']",Atletico Madrid,timer,Liverpool,LIV,Atletico Madrid,ATM,2 - 0,Liverpool vs Atletico Madrid,11/03/21,https://www.goal.com/en/match/liverpool-vs-atletico-madrid/avmszz1b1mqb9frjmu7ouevpw,Liverpool vs Atletico Madrid,11/03/21,https://www.goal.com/en/match/liverpool-vs-atletico-madrid/avmszz1b1mqb9frjmu7ouevpw,Group Stage,2,Normal Time
9," LIVERPOOL LEAD! Alexander-Arnold plays a one-two with Salah and drives forward, away from Leao, when he gets the return ball. It looks like he's trying to cross it in as he gets his head up, but a big deflection off Tomori wrongfoots Maignan and helps it into the back of the net. 1-0 Liverpool! ",own_goal,"[' F. Tomori ', ' Own Goal ']",Milan,timer,Liverpool,LIV,Milan,MIL,3 - 2,Liverpool vs Milan,09/15/21,https://www.goal.com/en/match/liverpool-vs-milan/ava02stkxvd27sho7rpfvabys,Liverpool vs Milan,09/15/21,https://www.goal.com/en/match/liverpool-vs-milan/ava02stkxvd27sho7rpfvabys,Group Stage,1,Normal Time
9," GOAAAALLLL!!! SPORTING 0-2 AJAX - Haller is at it again, and he has Antony to thank for the second time in eight minutes. The Ajax winger picked up possession and charged into the box before glancing to his left. Rather than go for goal, Antony played Haller in for a simple tap in and the former West Ham frontman slides in to double Ajax's lead. Incredible start from Ten Hag's side! ",goal,"[' S. Haller ', ' Goal ']",Ajax,timer,Sporting CP,SCP,Ajax,AJX,1 - 5,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Group Stage,1,Normal Time
9," Antony showed superb awareness on that occasion to look for Haller, and he put his team first rather than go for goal himself. ",assist,"[' Antony ', ' Assist ']",Ajax,timer,Sporting CP,SCP,Ajax,AJX,1 - 5,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Group Stage,1,Normal Time
9," WHAT A GOAL!!!!!! GREENWOOD VOLLEYS HOME!!!! 1-0 UNITED!!! The home side take the lead through a super strike from Greenwood on the volley. United build down the left flank before Shaw lifts a cross into the box. Greenwood finds space to take on the volley first-time on his left foot, finding the bottom-left corner with a crisp finish. A fine goal from the England international. ",goal,"[' M. Greenwood ', ' Goal ']",Manchester United,timer,Manchester United,MUN,Young Boys,YBB,1 - 1,Manchester united Vs Young Boys,12/08/21,https://www.goal.com/en/match/manchester-united-vs-young-boys/7olhsx22yl91wx6h5werqsg0k,Manchester united Vs Young Boys,12/08/21,https://www.goal.com/en/match/manchester-united-vs-young-boys/7olhsx22yl91wx6h5werqsg0k,Group Stage,2,Normal Time
9, Shaw surges down the left flank and supplies a perfect cross for Greenwood to convert. ,assist,"[' L. Shaw ', ' Assist ']",Manchester United,timer,Manchester United,MUN,Young Boys,YBB,1 - 1,Manchester united Vs Young Boys,12/08/21,https://www.goal.com/en/match/manchester-united-vs-young-boys/7olhsx22yl91wx6h5werqsg0k,Manchester united Vs Young Boys,12/08/21,https://www.goal.com/en/match/manchester-united-vs-young-boys/7olhsx22yl91wx6h5werqsg0k,Group Stage,2,Normal Time
9, Douglas Santos collects on the left flank and delivers a precise low cross that Claudinho collects and scores. ,assist,"[' Douglas Santos ', ' Assist ']",Zenit,timer,Zenit,ZEN,Malmo FF,MFF,4 - 0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Group Stage,1,Normal Time
9, Laporte goes down theatrically after being caught by Modric and brushes the Madrid man's face with his hand in the process. He is booked too. ,yellow_card,"[' Aymeric Laporte ', ' Yellow Card ']",Manchester City,timer,Real Madrid,RMA,Manchester City,MCI,3 - 1,Real madrid Vs Manchester City,05/04/22,https://www.goal.com/en/match/real-madrid-vs-manchester-city/7o4x7apx4ubjb8lepem4suiok,Real madrid Vs Manchester City,05/04/22,https://www.goal.com/en/match/real-madrid-vs-manchester-city/7o4x7apx4ubjb8lepem4suiok,SF,2,Normal Time
9, Modric raises his hands to Laporte and goes into the book. ,yellow_card,"[' L. Modric ', ' Yellow Card ']",Real Madrid,timer,Real Madrid,RMA,Manchester City,MCI,3 - 1,Real madrid Vs Manchester City,05/04/22,https://www.goal.com/en/match/real-madrid-vs-manchester-city/7o4x7apx4ubjb8lepem4suiok,Real madrid Vs Manchester City,05/04/22,https://www.goal.com/en/match/real-madrid-vs-manchester-city/7o4x7apx4ubjb8lepem4suiok,SF,2,Normal Time
9," Draxler could perhaps be annoyed that Mbappe didn't pass to him, but once the 22-year-old sets his sights on goal, there's usually only one way the ball is going - into that goal. Draxler does gain an assist for his troubles, though. ",assist,"[' J. Draxler ', ' Assist ']",PSG,timer,PSG,PSG,RB Leipzig,RBL,3 - 2,Psg vs Rb Leipzig,10/19/21,https://www.goal.com/en/match/psg-vs-rb-leipzig/3zxrxiv23fmvawfso9ethk74k,Psg vs Rb Leipzig,10/19/21,https://www.goal.com/en/match/psg-vs-rb-leipzig/3zxrxiv23fmvawfso9ethk74k,Group Stage,1,Normal Time
9, That was a goal created by a centre-back and finished by a centre-back. Silva's cross was great while Christensen's finish was so instinctive it could have been a striker's. Chelsea have gotten off to a great start! ,assist,"[' Thiago Silva ', ' Assist ']",Chelsea,timer,Chelsea,CHE,Malmo FF,MFF,4 - 0,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Group Stage,1,Normal Time
9, GOAL! CHELSEA 1-0 MALMO! Malmo don't clear the corner convincingly and Chelsea capitalise! The hosts keep the ball alive and Silva whips in a cross from the right. Christensen is still in the box to shin it it past the keeper! ,goal,"[' A. Christensen ', ' Goal ']",Chelsea,timer,Chelsea,CHE,Malmo FF,MFF,4 - 0,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Group Stage,1,Normal Time
9, GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!!! CLAUDINHO PUTS ZENIT AHEAD!!!!! 1-0!!!! The Russian side take the lead as Claudinho steers home a strike from close range. Malmo fail to clear the danger after a precise cross from Kuzyaev. The hosts maintain the pressure before Douglas Santos whips a low ball across the face of goal. Claudinho meets it first time and guides his effort away from Dahlin into the bottom-right corner. ,goal,"[' Claudinho ', ' Goal ']",Zenit,timer,Zenit,ZEN,Malmo FF,MFF,4 - 0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Group Stage,1,Normal Time
9," GOOOOALLLLLL!!!!! Guess who? PSG break away and have so much space. It's Mbappe tearing forward and despite having Draxler in support, the France forward wrong-foots Gulasci and smashes the ball into the bottom-left corner. He really is some player and it's 1-0 in favour of the Parisians. ",goal,"[' K. Mbappe ', ' Goal ']",PSG,timer,PSG,PSG,RB Leipzig,RBL,3 - 2,Psg vs Rb Leipzig,10/19/21,https://www.goal.com/en/match/psg-vs-rb-leipzig/3zxrxiv23fmvawfso9ethk74k,Psg vs Rb Leipzig,10/19/21,https://www.goal.com/en/match/psg-vs-rb-leipzig/3zxrxiv23fmvawfso9ethk74k,Group Stage,1,Normal Time
10," GOAL!!! ZAPATA OPENS THE SCORING FOR ATALANTA!!! The ball is worked down the left and fizzed into the feet of Zapata, who has to take it in with his back to goal. The striker swivels superbly, however, and fires the ball unerringly into the bottom-right corner! It's 1-0 to Atalanta! ",goal,"[' D. Zapata ', ' Goal ']",Atalanta,timer,Young Boys,YBB,Atalanta,ATA,3 - 3,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Group Stage,2,Normal Time
10," Danilo is also shown a yellow card for the foul on Silva in the box, which has handed Leipzig a chance to double their lead from the penalty spot. ",yellow_card,"[' Danilo Pereira ', ' Yellow Card ']",PSG,timer,RB Leipzig,RBL,PSG,PSG,2 - 2,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Group Stage,2,Normal Time
10," James brings down Vinicius on the edge of the box, pulling back the winger as he tries to surge past him. Madrid have a free-kick in a dangerous position. ",yellow_card,"[' R. James ', ' Yellow Card ']",Chelsea,timer,Real Madrid,RMA,Chelsea,CHE,2 - 3,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,QF,2,Normal Time
10," There's an early yellow card here, after Yansane is decked deep in his own half by Fernando. ",yellow_card,"[' Fernando ', ' Yellow Card ']",Shakhtar Donetsk,timer,Shakhtar Donetsk,SHK,Sheriff,SHE,1 - 1,Shakhtar donetsk Vs Sheriff,12/07/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-sheriff/9utyowztb9u4643ap51cm9qtw,Shakhtar donetsk Vs Sheriff,12/07/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-sheriff/9utyowztb9u4643ap51cm9qtw,Group Stage,2,Normal Time
10," Atalanta's most incisive move of the game saw Freuler played in down the left and the midfielder cut back to Zapata in the box, who produced an excellent finish on the turn. ",assist,"[' R. Freuler ', ' Assist ']",Atalanta,timer,Young Boys,YBB,Atalanta,ATA,3 - 3,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Group Stage,2,Normal Time
11, Gosens is forced off with that potentially serious injury and Maehle comes on to replace him at left wing-back. ,substitution,"[' J. Maehle ', ' R. Gosens ']",Atalanta,timer,Atalanta,ATA,Young Boys,YBB,1 - 0,Atalanta vs Young Boys,09/29/21,https://www.goal.com/en/match/atalanta-vs-young-boys/7nz8dwfc7pak1sfr4ko2mpi50,Atalanta vs Young Boys,09/29/21,https://www.goal.com/en/match/atalanta-vs-young-boys/7nz8dwfc7pak1sfr4ko2mpi50,Group Stage,1,Normal Time
11," Traore is stretchered off the field after several minutes of medical attention, with Tete coming on to replace the striker. ",substitution,"[' Tete ', ' L. Traore ']",Shakhtar Donetsk,timer,Shakhtar Donetsk,SHK,Internazionale,INT,0 - 0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Group Stage,1,Normal Time
11," Ikone was off like a rocket there, his pace leaving almost everyone in the dust. What a goal for Lille. It's a long way to the knockout stages for Wolfsburg now. ",assist,"[' J. Ikone ', ' Assist ']",Lille,timer,Wolfsburg,WOB,Lille,LIL,1 - 3,Wolfsburg vs Lille,12/08/21,https://www.goal.com/en/match/wolfsburg-vs-lille/7tddnydg0y973f4592dtzkw0k,Wolfsburg vs Lille,12/08/21,https://www.goal.com/en/match/wolfsburg-vs-lille/7tddnydg0y973f4592dtzkw0k,Group Stage,2,Normal Time
11," GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! JESUS DOUBLES CITY'S LEAD!!!!!!! 2-0!!!!!!! The home side are in dreamland as Jesus capitalises on a defensive mistake from Alaba and slots a close-range strike past Courtois. De Bruyne whips a cross into the middle from the left flank that Alaba looks to clear with his left foot. However, he scuffs his attempt and it falls perfectly for Jesus to turn and fire into the right corner. ",goal,"[' Gabriel Jesus ', ' Goal ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
11," GOOOALLLL!!!! There it is!!! The corner is aimed at De Ligt, whose header is deflected downwards. It's only as far as Dybala though, and the Juve captain hits a fantastic shot against the ground that bounces up and into the net! It's been coming, and Juve have an early goal to reflect their early dominance of this game! ",goal,"[' P. Dybala ', ' Goal ']",Juventus,timer,Juventus,JUV,Zenit,ZEN,4 - 2,Juventus vs Zenit,11/02/21,https://www.goal.com/en/match/juventus-vs-zenit/euqzieb0g92l04i7g2vqrj8r8,Juventus vs Zenit,11/02/21,https://www.goal.com/en/match/juventus-vs-zenit/euqzieb0g92l04i7g2vqrj8r8,Group Stage,2,Normal Time
11," AJAX GO IN FRONT! A delighted Tadic wheels away to celebrate in front of the Ajax masses, as his inswinging free-kick forces his opposing captain Reus to glance a header past Kobel and into the back of his own net. Ajax lead 1-0! ",own_goal,"[' M. Reus ', ' Own Goal ']",Borussia Dortmund,timer,Ajax,AJX,Borussia Dortmund,BVB,4 - 0,Ajax vs Borussia Dortmund,10/19/21,https://www.goal.com/en/match/ajax-vs-borussia-dortmund/2vs0mmt1zkk8561wuxu39qs5w,Ajax vs Borussia Dortmund,10/19/21,https://www.goal.com/en/match/ajax-vs-borussia-dortmund/2vs0mmt1zkk8561wuxu39qs5w,Group Stage,1,Normal Time
11," GOAL! BURAK YILMAZ TEARS WOLFSBURG OPEN ON THE COUNTER! 1-0! Oh, that is a horrendous goal to concede from the hosts' perspective - and a glorious one for their visitors! The corner is caught by Grbic, who promptly sends Ikone away down the wing. He goes the length of the field, crosses for his team-mate and it's a simple finish at the left post. ",goal,"[' B. Yilmaz ', ' Goal ']",Lille,timer,Wolfsburg,WOB,Lille,LIL,1 - 3,Wolfsburg vs Lille,12/08/21,https://www.goal.com/en/match/wolfsburg-vs-lille/7tddnydg0y973f4592dtzkw0k,Wolfsburg vs Lille,12/08/21,https://www.goal.com/en/match/wolfsburg-vs-lille/7tddnydg0y973f4592dtzkw0k,Group Stage,2,Normal Time
11," De Bruyne whips a dangerous cross into the middle for Jesus, and he profits on Alaba's mis-kick to fire past Courtois. ",assist,"[' K. De Bruyne ', ' Assist ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
12," ILICIC SCORES! It's a good cross from Zapata on the left of the box behind United's defenders and Ilicic is alert. He gets a lot of power on the shot, firing it down the middle, and it slides under De Gea as he dives and into the back of the net. There's a quick check for offside, but the goal stands! 1-0 Atalanta! ",goal,"[' J. Ilicic ', ' Goal ']",Atalanta,timer,Atalanta,ATA,Manchester United,MUN,2 - 2,Atalanta vs Manchester United,11/02/21,https://www.goal.com/en/match/atalanta-vs-manchester-united/7oajl2aneuxmdhr81173mtyj8,Atalanta vs Manchester United,11/02/21,https://www.goal.com/en/match/atalanta-vs-manchester-united/7oajl2aneuxmdhr81173mtyj8,Group Stage,2,Normal Time
12," MISSED! Silva won the penalty and then stepped up to take it, trying to fire the ball into the bottom left corner of the net. However, he doesn't get it close enough to the corner and Donnarumma guesses the correct way and makes a superb save. ",penalty_miss,"[' Andre Silva ', ' Penalty Miss ']",RB Leipzig,timer,RB Leipzig,RBL,PSG,PSG,2 - 2,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Group Stage,2,Normal Time
12," SAVED! Donnarumma remains on his feet for as long as he can and reads the strike from Silva, diving the right way and he makes an excellent stop, pushing the ball away to safety and denying Leipzig a second goal. ",penalty_save,"[' G. Donnarumma ', ' Penalty Save ']",PSG,timer,RB Leipzig,RBL,PSG,PSG,2 - 2,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Rb leipzig Vs Psg,11/03/21,https://www.goal.com/en/match/rb-leipzig-vs-psg/406nrzuqglb88sbdtscjstu6s,Group Stage,2,Normal Time
